Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
43266,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Eduardo Barreiros, 130",Ángeles,Villaverde,40.352757447113,-3.705514160263,440088.312,4467149.869,CS_175_054
43267,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Potes, 7",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350060091914,-3.710969482206,439622.641,4466854.175,CL_171_086
43268,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Potes, 7",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350060091914,-3.710969482206,439622.641,4466854.175,CL_171_086
43269,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Potes, 7",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350060091914,-3.710969482206,439622.641,4466854.175,CL_171_086
43270,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43271,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43272,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43273,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43274,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43275,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 70",Ángeles,Villaverde,40.353321109025,-3.703392270422,440269,4467211,CL_175_120
43276,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43277,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43278,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43279,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43280,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43281,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43282,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Redentor, 13",Buenavista,Carabanchel,40.372358908341,-3.755627852382,435851.243,4469360.744,CT_116_061
43283,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Pan y Toros, 42",Ángeles,Villaverde,40.358357023703,-3.694545620426,441024.638,4467764.044,CL_175_069
43284,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Pan y Toros, 42",Ángeles,Villaverde,40.358357023703,-3.694545620426,441024.638,4467764.044,CL_175_069
43285,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Pan y Toros, 42",Ángeles,Villaverde,40.358357023703,-3.694545620426,441024.638,4467764.044,CL_175_069
43286,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Gran Avenida, 24",Orcasitas,Usera,40.369337817538,-3.705679728375,440088.932,4468990.378,CL_121_029
43287,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Gran Avenida, 24",Orcasitas,Usera,40.369337817538,-3.705679728375,440088.932,4468990.378,CL_121_029
43288,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Gran Avenida, 24",Orcasitas,Usera,40.369337817538,-3.705679728375,440088.932,4468990.378,CL_121_029
43289,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Gran Avenida, 24",Orcasitas,Usera,40.369337817538,-3.705679728375,440088.932,4468990.378,CL_121_029
43290,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Federico Grases, 22",Puerta Bonita,Carabanchel,40.37696907381,-3.74648836257,436631.463,4469865.879,CS_115_034
43291,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 122",Pradolongo,Usera,40.379186056548,-3.706133402116,440059.143,4470083.828,CL_127_001
43292,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 122",Pradolongo,Usera,40.379186056548,-3.706133402116,440059.143,4470083.828,CL_127_001
43293,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 122",Pradolongo,Usera,40.379186056548,-3.706133402116,440059.143,4470083.828,CL_127_001
43294,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Orcasur, 22",Orcasur,Usera,40.36810975849,-3.701266091749,440462.565,4468851.085,CL_122_007
43295,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Orcasur, 22",Orcasur,Usera,40.36810975849,-3.701266091749,440462.565,4468851.085,CL_122_007
43296,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Orcasur, 22",Orcasur,Usera,40.36810975849,-3.701266091749,440462.565,4468851.085,CL_122_007
43297,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Orcasur, 22",Orcasur,Usera,40.36810975849,-3.701266091749,440462.565,4468851.085,CL_122_007
43298,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Orcasur, 22",Orcasur,Usera,40.36810975849,-3.701266091749,440462.565,4468851.085,CL_122_007
43299,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Manuel Noya, 12",Moscardo,Usera,40.387330308558,-3.712581296406,439519.087,4470992.222,CL_125_020
43300,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Manuel Noya, 12",Moscardo,Usera,40.387330308558,-3.712581296406,439519.087,4470992.222,CL_125_020
43301,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Manuel Noya, 12",Moscardo,Usera,40.387330308558,-3.712581296406,439519.087,4470992.222,CL_125_020
43302,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Camino Cruces, 6",Buenavista,Carabanchel,40.374740613805,-3.755119097985,435896.691,4469624.742,CS_116_029
43303,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Camino Cruces, 6",Buenavista,Carabanchel,40.374740613805,-3.755119097985,435896.691,4469624.742,CS_116_029
43304,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Poblados, 146",Orcasitas,Usera,40.371571222523,-3.707057206948,439973.967,4469239.217,CL_121_021
43305,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Poblados, 146",Orcasitas,Usera,40.371571222523,-3.707057206948,439973.967,4469239.217,CL_121_021
43306,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Poblados, 146",Orcasitas,Usera,40.371571222523,-3.707057206948,439973.967,4469239.217,CL_121_021
43307,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Poblados, 146",Orcasitas,Usera,40.371571222523,-3.707057206948,439973.967,4469239.217,CL_121_021
43308,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 9",Buenavista,Carabanchel,40.376432232803,-3.75325832256,436056.256,4469811.163,CL_116_045
43309,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 9",Buenavista,Carabanchel,40.376432232803,-3.75325832256,436056.256,4469811.163,CL_116_045
43310,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 9",Buenavista,Carabanchel,40.376432232803,-3.75325832256,436056.256,4469811.163,CL_116_045
43311,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Retrasos, 3",Orcasitas,Usera,40.371443368576,-3.706313613429,440036.982,4469224.521,CS_121_009
43312,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Retrasos, 3",Orcasitas,Usera,40.371443368576,-3.706313613429,440036.982,4469224.521,CS_121_009
43313,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 11",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.351762057834,-3.710282620062,439682.488,4467042.622,CL_171_069
43314,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 11",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.351762057834,-3.710282620062,439682.488,4467042.622,CL_171_069
43315,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Puebla de Sanabria, 11",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.351762057834,-3.710282620062,439682.488,4467042.622,CL_171_069
43316,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Almendrales, 22",Almendrales,Usera,40.386199520246,-3.700584884315,440536.306,4470858.569,CS_124_014
43317,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Almendrales, 22",Almendrales,Usera,40.386199520246,-3.700584884315,440536.306,4470858.569,CS_124_014
43318,Vidrio,Vidrio,V 3100 CS VACRI,Carga superior,3,"Calle Almendrales, 22",Almendrales,Usera,40.386199520246,-3.700584884315,440536.306,4470858.569,CS_124_014
43319,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 100",Pradolongo,Usera,40.380142441017,-3.704151234148,440228.248,4470188.644,CL_127_012
43320,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 100",Pradolongo,Usera,40.380142441017,-3.704151234148,440228.248,4470188.644,CL_127_012
43321,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Cristo de la Victoria, 100",Pradolongo,Usera,40.380142441017,-3.704151234148,440228.248,4470188.644,CL_127_012
43322,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Condesa de Teba, 24",Buenavista,Carabanchel,40.373665080636,-3.759019226067,435564.575,4469508.193,CL_116_051
43323,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Condesa de Teba, 24",Buenavista,Carabanchel,40.373665080636,-3.759019226067,435564.575,4469508.193,CL_116_051
43324,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Condesa de Teba, 24",Buenavista,Carabanchel,40.373665080636,-3.759019226067,435564.575,4469508.193,CL_116_051
43325,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Menasalbas, 4",Ángeles,Villaverde,40.36260238243,-3.6955808696,440940.437,4468235.963,CL_175_081
43326,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Menasalbas, 4",Ángeles,Villaverde,40.36260238243,-3.6955808696,440940.437,4468235.963,CL_175_081
43327,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Menasalbas, 4",Ángeles,Villaverde,40.36260238243,-3.6955808696,440940.437,4468235.963,CL_175_081
43328,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Menasalbas, 4",Ángeles,Villaverde,40.36260238243,-3.6955808696,440940.437,4468235.963,CL_175_081
43329,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Menasalbas, 4",Ángeles,Villaverde,40.36260238243,-3.6955808696,440940.437,4468235.963,CL_175_081
43330,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Hermandad de Donantes de Sangre, 7",Ángeles,Villaverde,40.355095261819,-3.700887134334,440483.294,4467406.24,CS_175_076
43331,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Hermandad de Donantes de Sangre, 7",Ángeles,Villaverde,40.355095261819,-3.700887134334,440483.294,4467406.24,CS_175_076
43332,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Villastar, 4",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.344679139186,-3.711133033561,439603.952,4466257.01,CL_171_096
43333,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Villastar, 4",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.344679139186,-3.711133033561,439603.952,4466257.01,CL_171_096
43334,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Villastar, 4",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.344679139186,-3.711133033561,439603.952,4466257.01,CL_171_096
43335,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Villastar, 4",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.344679139186,-3.711133033561,439603.952,4466257.01,CL_171_096
43336,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Lenguas, 14",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.342962117413,-3.704292853451,440183.372,4466061.778,CL_171_083
43337,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Lenguas, 14",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.342962117413,-3.704292853451,440183.372,4466061.778,CL_171_083
43338,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Lenguas, 14",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.342962117413,-3.704292853451,440183.372,4466061.778,CL_171_083
43339,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Eduardo Barreiros, 149",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350771111348,-3.704793079161,440147.79,4466928.901,CS_171_048
43340,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Eduardo Barreiros, 149",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350771111348,-3.704793079161,440147.79,4466928.901,CS_171_048
43341,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Eduardo Barreiros, 149",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.350771111348,-3.704793079161,440147.79,4466928.901,CS_171_048
43342,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle San Jenaro, 2",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.349557496017,-3.704611611687,440162.128,4466794.069,CL_171_078
43343,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle San Jenaro, 2",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.349557496017,-3.704611611687,440162.128,4466794.069,CL_171_078
43344,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle San Jenaro, 2",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.349557496017,-3.704611611687,440162.128,4466794.069,CL_171_078
43345,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 1",Buenavista,Carabanchel,40.376251022143,-3.752385371295,436130.19,4469790.418,CL_116_043
43346,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 1",Buenavista,Carabanchel,40.376251022143,-3.752385371295,436130.19,4469790.418,CL_116_043
43347,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Consuelo Guzmán, 1",Buenavista,Carabanchel,40.376251022143,-3.752385371295,436130.19,4469790.418,CL_116_043
43348,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Batalla del Salado, 19",Palos de la Frontera,Arganzuela,40.402047524043,-3.695958989322,440942.79,4472614.583,CS_026_016
43349,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Batalla del Salado, 19",Palos de la Frontera,Arganzuela,40.402047524043,-3.695958989322,440942.79,4472614.583,CS_026_016
43350,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 44",Ángeles,Villaverde,40.358931890823,-3.697404528457,440782.383,4467829.763,CL_175_048
43351,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 44",Ángeles,Villaverde,40.358931890823,-3.697404528457,440782.383,4467829.763,CL_175_048
43352,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La del Manojo de Rosas, 44",Ángeles,Villaverde,40.358931890823,-3.697404528457,440782.383,4467829.763,CL_175_048
43353,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 89",Ángeles,Villaverde,40.352297874884,-3.702142855736,440374.198,4467096.58,CL_175_056
43354,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 89",Ángeles,Villaverde,40.352297874884,-3.702142855736,440374.198,4467096.58,CL_175_056
43355,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 89",Ángeles,Villaverde,40.352297874884,-3.702142855736,440374.198,4467096.58,CL_175_056
43356,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle La Pícara Molinera, 89",Ángeles,Villaverde,40.352297874884,-3.702142855736,440374.198,4467096.58,CL_175_056
43357,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Puebla de Montalbán, 14",Buenavista,Carabanchel,40.373210046092,-3.759921011819,435487.585,4469458.342,CL_116_055
43358,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Puebla de Montalbán, 14",Buenavista,Carabanchel,40.373210046092,-3.759921011819,435487.585,4469458.342,CL_116_055
43359,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Puebla de Montalbán, 14",Buenavista,Carabanchel,40.373210046092,-3.759921011819,435487.585,4469458.342,CL_116_055
43360,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Orcasur, 60",Orcasur,Usera,40.36812646898,-3.700314822793,440543.343,4468852.3,CS_122_006
43361,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Orcasur, 60",Orcasur,Usera,40.36812646898,-3.700314822793,440543.343,4468852.3,CS_122_006
43362,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Orcasur, 60",Orcasur,Usera,40.36812646898,-3.700314822793,440543.343,4468852.3,CS_122_006
43363,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Juan Alonso, 17",Vista Alegre,Carabanchel,40.386780115384,-3.74652639302,436637.428,4470954.923,CS_114_094
43364,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Juan Alonso, 17",Vista Alegre,Carabanchel,40.386780115384,-3.74652639302,436637.428,4470954.923,CS_114_094
43365,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Pradolongo, 3",Orcasitas,Usera,40.368178706283,-3.709006863446,439805.43,4468863.977,CL_121_010
43366,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Pradolongo, 3",Orcasitas,Usera,40.368178706283,-3.709006863446,439805.43,4468863.977,CL_121_010
43367,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Pradolongo, 3",Orcasitas,Usera,40.368178706283,-3.709006863446,439805.43,4468863.977,CL_121_010
43368,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Pradolongo, 3",Orcasitas,Usera,40.368178706283,-3.709006863446,439805.43,4468863.977,CL_121_010
43369,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Tomelloso, 33",Almendrales,Usera,40.380435943852,-3.698991737577,440666.472,4470217.748,CL_124_015
43370,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Tomelloso, 33",Almendrales,Usera,40.380435943852,-3.698991737577,440666.472,4470217.748,CL_124_015
43371,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Tomelloso, 33",Almendrales,Usera,40.380435943852,-3.698991737577,440666.472,4470217.748,CL_124_015
43372,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Tomelloso, 33",Almendrales,Usera,40.380435943852,-3.698991737577,440666.472,4470217.748,CL_124_015
43373,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Tomelloso, 33",Almendrales,Usera,40.380435943852,-3.698991737577,440666.472,4470217.748,CL_124_015
43374,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Marcelo Usera, 149",Zofío,Usera,40.385110572983,-3.71313593595,439470.024,4470746.213,CL_126_013
43375,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Marcelo Usera, 149",Zofío,Usera,40.385110572983,-3.71313593595,439470.024,4470746.213,CL_126_013
43376,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Marcelo Usera, 149",Zofío,Usera,40.385110572983,-3.71313593595,439470.024,4470746.213,CL_126_013
43377,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle La Época, 1",Puerta Bonita,Carabanchel,40.378628085839,-3.747037045622,436586.441,4470050.421,CS_115_022
43378,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle La Época, 1",Puerta Bonita,Carabanchel,40.378628085839,-3.747037045622,436586.441,4470050.421,CS_115_022
43379,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Manzanares, 140",Comillas,Carabanchel,40.396537294767,-3.710911840914,439669.002,4472013.049,CL_111_065
43380,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Manzanares, 140",Comillas,Carabanchel,40.396537294767,-3.710911840914,439669.002,4472013.049,CL_111_065
43381,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Manzanares, 140",Comillas,Carabanchel,40.396537294767,-3.710911840914,439669.002,4472013.049,CL_111_065
43382,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Manzanares, 140",Comillas,Carabanchel,40.396537294767,-3.710911840914,439669.002,4472013.049,CL_111_065
43383,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Cristo de la Victoria, 82",Almendrales,Usera,40.381144983629,-3.702044012678,440408.004,4470298.503,CS_124_026
43384,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Cristo de la Victoria, 82",Almendrales,Usera,40.381144983629,-3.702044012678,440408.004,4470298.503,CS_124_026
43385,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Matilde Gayo, 13",Moscardo,Usera,40.389276977134,-3.703416746065,440298.661,4471202.072,CL_125_016
43386,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Matilde Gayo, 13",Moscardo,Usera,40.389276977134,-3.703416746065,440298.661,4471202.072,CL_125_016
43387,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Matilde Gayo, 13",Moscardo,Usera,40.389276977134,-3.703416746065,440298.661,4471202.072,CL_125_016
43388,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Potes, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.351304803724,-3.708961775375,439794.249,4466990.968,CS_171_041
43389,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Potes, 15",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.351304803724,-3.708961775375,439794.249,4466990.968,CS_171_041
43390,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Alfonso Fernández, 1",Buenavista,Carabanchel,40.368312304051,-3.755852136374,435828.364,4468911.738,CL_116_072
43391,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Alfonso Fernández, 1",Buenavista,Carabanchel,40.368312304051,-3.755852136374,435828.364,4468911.738,CL_116_072
43392,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Alfonso Fernández, 1",Buenavista,Carabanchel,40.368312304051,-3.755852136374,435828.364,4468911.738,CL_116_072
43393,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Peseta, 70",Buenavista,Carabanchel,40.362210601338,-3.755045040805,435891.106,4468233.871,CS_116_048
43394,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Peseta, 70",Buenavista,Carabanchel,40.362210601338,-3.755045040805,435891.106,4468233.871,CS_116_048
43395,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Camino Cruces, 24",Buenavista,Carabanchel,40.373846044779,-3.756269246582,435798.203,4469526.28,CS_116_028
43396,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Camino Cruces, 24",Buenavista,Carabanchel,40.373846044779,-3.756269246582,435798.203,4469526.28,CS_116_028
43397,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Asunción, 3",Almendrales,Usera,40.383592005406,-3.700535013207,440538.246,4470569.104,CS_124_009
43398,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Asunción, 3",Almendrales,Usera,40.383592005406,-3.700535013207,440538.246,4470569.104,CS_124_009
43399,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Tolosa, 22",Orcasitas,Usera,40.37313765571,-3.713363469596,439439.991,4469417.388,CL_121_007
43400,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Tolosa, 22",Orcasitas,Usera,40.37313765571,-3.713363469596,439439.991,4469417.388,CL_121_007
43401,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Tolosa, 22",Orcasitas,Usera,40.37313765571,-3.713363469596,439439.991,4469417.388,CL_121_007
43402,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Tolosa, 22",Orcasitas,Usera,40.37313765571,-3.713363469596,439439.991,4469417.388,CL_121_007
43403,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Censo, 4",Orcasitas,Usera,40.368887014403,-3.705188734573,440130.218,4468940.007,CL_121_034
43404,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Censo, 4",Orcasitas,Usera,40.368887014403,-3.705188734573,440130.218,4468940.007,CL_121_034
43405,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Censo, 4",Orcasitas,Usera,40.368887014403,-3.705188734573,440130.218,4468940.007,CL_121_034
43406,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Sargento Barriga, 19",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343501806781,-3.703962030572,440211.946,4466121.459,CT_171_095
43407,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Sargento Barriga, 19",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343501806781,-3.703962030572,440211.946,4466121.459,CT_171_095
43408,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Sargento Barriga, 19",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343501806781,-3.703962030572,440211.946,4466121.459,CT_171_095
43409,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Ramón Serrano, 35",Vista Alegre,Carabanchel,40.384360094751,-3.745561860689,436717.03,4470685.612,CS_114_041
43410,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Ramón Serrano, 35",Vista Alegre,Carabanchel,40.384360094751,-3.745561860689,436717.03,4470685.612,CS_114_041
43411,Restos,Restos,R 2750 CL,Carga lateral,3,"Camino Cruces, 29",Buenavista,Carabanchel,40.368738766856,-3.76114473358,435379.427,4468962.928,CL_116_038
43412,Restos,Restos,R 2750 CL,Carga lateral,3,"Camino Cruces, 29",Buenavista,Carabanchel,40.368738766856,-3.76114473358,435379.427,4468962.928,CL_116_038
